ProbeSetID,gene_short_name,Control_rep1,Control_rep2,Control_rep3,RBP2_rep1,RBP2_rep2,RBP2_rep3
XLOC_000001,DDX11L1,0,0,0,0.0401135,0,0
XLOC_000002,OR4F5,0,0,0,0,0,0
XLOC_000003,"LOC100132062,LOC100133331",0.0165198,0,0.0181987,0.0143971,0.0423239,0
XLOC_000004,OR4F3,0,0,0,0,0,0
XLOC_000005,LOC643837,1.73686,2.01458,2.13061,2.26045,1.97387,2.01318
XLOC_000006,SAMD11,4.69896,5.02413,5.69009,1.46608,1.19227,2.8035
XLOC_000007,KLHL17,4.53388,3.78135,3.45733,3.71166,3.65872,4.56828
XLOC_000008,PLEKHN1,2.66733,2.12934,2.44114,5.71506,3.95946,3.89199
XLOC_000009,ISG15,1120.27,2096.75,3317.44,4159.77,4133.86,4057.64
XLOC_000010,AGRN,53.6714,57.8163,61.5307,63.4245,65.1888,83.9495
XLOC_000011,LOC254099,0,0.0482704,0.0531405,0,0.040192,0.0935883
XLOC_000012,MIR200B,0,0,0,0,0,0
XLOC_000013,MIR200A,0,0,0,0,0,0
XLOC_000014,MIR429,0,0,0,0,0,0
XLOC_000015,TTLL10,0.0358616,0.143544,0.18712,0.183168,0.149442,0.173949
XLOC_000016,B3GALT6,13.234,15.0244,13.6424,7.58736,8.31461,7.95198
XLOC_000017,SCNN1D,0.373727,0.374072,0.345092,0.530369,0.436295,0.411016
XLOC_000018,PUSL1,41.6272,46.8625,51.3161,25.9836,26.4576,32.7839
XLOC_000019,GLTPD1,16.8385,19.3652,22.9831,9.26296,9.6719,10.7565
XLOC_000020,TAS1R3,0.0291246,0.174891,0.128319,0.247965,0.0728428,0.0847758
XLOC_000021,LOC148413,15.9712,15.8891,18.0757,13.5923,13.784,14.2877
XLOC_000022,TMEM88B,0,0,0,0,0,0
XLOC_000023,VWA1,13.6764,17.4362,18.7597,8.84118,9.43174,10.3152
XLOC_000024,ATAD3C,0.319902,0.113032,0.0829187,0.240386,0.392411,0.146112
XLOC_000025,ATAD3B,15.6555,15.8524,13.9575,16.1303,15.3327,14.5924
XLOC_000026,ATAD3A,32.3321,38.2077,41.0419,24.9196,24.3907,24.7579
XLOC_000027,MIB2,5.92151,6.46589,6.19844,5.40732,5.63139,5.04849
XLOC_000028,"MMP23A,MMP23B",0.0655546,0,0,0.111518,0.109103,0
XLOC_000029,MMP23A,0,0,0,0,0,0
XLOC_000030,CALML6,0.226523,0.226417,0,0.706286,0.565224,0.146318
XLOC_000031,GABRD,3.02022,3.89655,3.80767,1.38681,1.35763,0.501093
XLOC_000032,PRKCZ,24.6089,28.5698,32.7255,16.4412,15.4792,16.2611
XLOC_000033,SKI,7.94997,8.6622,7.65493,5.3959,4.61726,6.27123
XLOC_000034,RER1,44.7189,50.5949,55.9909,45.6422,45.3312,41.8564
XLOC_000035,PLCH2,0.104029,0.148794,0.0982316,0.139233,0.123987,0.086554
XLOC_000036,TNFRSF14,0,0,0,0,0,0
XLOC_000037,FAM213B,27.9721,32.8933,39.2398,15.4381,15.2374,14.4188
XLOC_000038,ACTRT2,0,0,0,0,0,0
XLOC_000039,PRDM16,1.79751,1.62977,1.52544,1.81404,1.95968,2.44483
XLOC_000040,MIR4251,0,0,0,0,0,0
XLOC_000041,ARHGEF16,15.9436,17.7909,19.2707,13.2725,12.8705,14.3363
XLOC_000042,TPRG1L,22.3896,24.9378,27.9558,16.751,17.559,16.9055
XLOC_000043,TP73,1.13994,1.20069,1.38254,0.4103,0.407197,0.801715
XLOC_000044,CCDC27,0,0,0,0,0,0
XLOC_000045,SMIM1,2.68387,2.67402,3.58274,1.78755,1.58509,1.85079
XLOC_000046,DFFB,2.45623,2.70201,1.95554,1.80158,1.52097,2.73754
XLOC_000047,LOC100133612,0.195662,0.0391536,0,0.133233,0.228254,0.113871
XLOC_000048,LOC728716,0,0,0,0,0,0
XLOC_000049,LOC284661,0,0,0,0,0,0
XLOC_000050,AJAP1,0.886434,0.909919,0.445058,0.255582,0.510069,0.353299
XLOC_000051,MIR4417,0,0,0,0,0,0
XLOC_000052,KCNAB2,6.2226,6.96233,9.21055,7.30465,6.50131,6.68681
XLOC_000053,RNF207,1.8261,0.932362,0.985708,3.57692,3.09219,2.46363
XLOC_000054,HES3,0,0,0,0,0,0
XLOC_000055,ESPN,3.53333,4.28172,4.52955,3.69517,3.82589,0.501339
XLOC_000056,TAS1R1,0,0.0374379,0.164835,0,0,0.0362942
XLOC_000057,ZBTB48,7.1295,7.77754,8.52467,6.53431,5.91613,6.72994
XLOC_000058,PHF13,10.6929,11.1017,13.9209,7.53495,6.65187,9.39599
XLOC_000059,THAP3,13.3675,14.8836,16.5401,10.5735,11.2556,12.3798
XLOC_000060,CAMTA1,67.6249,68.9786,86.4342,48.3048,47.5614,50.7758
XLOC_000061,VAMP3,45.8338,51.277,53.6104,37.9392,37.4311,39.7819
XLOC_000062,PER3,0.758187,0.678665,0.442958,1.72218,1.62958,1.33826
XLOC_000063,PARK7,369.726,420.748,512.895,234.751,234.312,264.525
XLOC_000064,SLC45A1,0.156008,0.405932,0.412399,0.371888,0.364137,0.575167
XLOC_000065,ENO1-AS1,1.32402,2.10682,0.872734,1.12029,0.654587,1.27557
XLOC_000066,CA6,0,0,0,0,0,0
XLOC_000067,H6PD,2.73273,3.48859,3.76986,2.90828,2.62961,2.81856
XLOC_000068,SPSB1,5.98953,8.00172,9.42898,8.9153,9.36037,13.2038
XLOC_000069,SLC25A33,14.5788,15.7189,14.7403,10.2829,10.5594,11.2971
XLOC_000070,TMEM201,11.4227,13.4797,15.9532,6.81538,6.98824,8.48127
XLOC_000071,PIK3CD,1.15091,1.01991,1.20963,0.788737,0.65122,0.950287
XLOC_000072,NMNAT1,4.15282,4.96577,5.04067,2.29225,2.22909,3.20952
XLOC_000073,RBP7,8.68685,9.98733,14.899,3.49893,4.2706,4.12792
XLOC_000074,UBE4B,14.1516,15.2204,15.1159,7.9743,7.86836,10.4242
XLOC_000075,KIF1B,6.77274,5.83189,4.37717,7.85931,8.50966,12.6186
XLOC_000076,PGD,247.264,304.575,389.243,246.506,244.116,202.09
XLOC_000077,"APITD1,APITD1-CORT,CORT",12.7502,11.9396,14.6821,12.369,12.5567,12.067
XLOC_000078,PEX14,12.1931,14.5838,19.4211,9.46546,10.1267,10.9021
XLOC_000079,TARDBP,54.9554,43.8607,37.9107,51.2429,50.2063,57.5848
XLOC_000080,MTOR-AS1,0,0,0,0,0,0
XLOC_000081,ANGPTL7,0,0,0,0,0,0
XLOC_000082,UBIAD1,9.80555,11.2926,12.6019,7.80731,7.43057,7.79516
XLOC_000083,PTCHD2,0.618618,0.729508,0.787524,0.632283,0.550548,0.34696
XLOC_000084,FBXO44,10.912,12.7186,15.9245,7.89125,7.00099,8.86971
XLOC_000085,FBXO6,21.851,28.4988,36.4557,32.2684,32.9744,37.6554
XLOC_000086,DRAXIN,0.0435447,0,0.0479547,0,0,0
XLOC_000087,AGTRAP,41.535,50.7214,64.5719,23.9946,26.6028,30.5607
XLOC_000088,"CLCN6,NPPA-AS1",2.54564,2.03578,2.04465,3.64595,4.11542,4.72459
XLOC_000089,PLOD1,39.8899,51.1382,56.3565,25.9816,25.4444,35.9042
XLOC_000090,MFN2,36.0529,40.8192,47.754,30.7137,30.1486,29.4545
XLOC_000091,MIIP,14.5486,16.139,17.6715,13.0012,12.3702,13.7781
XLOC_000092,TNFRSF8,0,0.0317986,0.0217539,0.0270511,0.0329455,0
XLOC_000093,"MIR4632,TNFRSF1B",0.01981,0,0.0218225,0,0,0.0192265
XLOC_000094,VPS13D,4.24748,3.46649,2.70478,4.59799,4.42448,4.3823
XLOC_000095,SNORA59A,0,0,0,0,0,0
XLOC_000096,AADACL4,0,0,0,0,0,0
XLOC_000097,AADACL3,0,0,0,0,0,0
XLOC_000098,C1orf158,0,0,0,0,0,0
XLOC_000099,PRAMEF12,0,0,0,0,0,0
XLOC_000100,PRAMEF1,0,0,0,0,0,0
XLOC_000101,PRAMEF2,0,0,0,0,0,0
XLOC_000102,"PRAMEF7,PRAMEF8",0,0,0,0,0,0
XLOC_000103,PRAMEF22,0,0,0,0,0,0
XLOC_000104,PRAMEF5,0,0,0,0,0,0
XLOC_000105,PRAMEF9,0,0,0,0,0,0
XLOC_000106,PRAMEF16,0,0,0,0,0,0
XLOC_000107,"PRAMEF20,PRAMEF21",0,0,0,0,0,0
XLOC_000108,PRAMEF9,0,0,0,0,0,0
XLOC_000109,PRAMEF17,0,0,0,0,0,0
XLOC_000110,"PRAMEF20,PRAMEF21",0,0,0,0,0,0
XLOC_000111,PDPN,0.0282445,0.0282986,0.0933437,0,0.0219703,0.0255681
XLOC_000112,PRDM2,5.67605,5.06921,5.13189,7.62916,7.32473,6.85607
XLOC_000113,KAZN,6.23626,6.23252,5.40337,3.47295,4.02373,3.83228
XLOC_000114,TMEM51,19.6686,21.5613,21.6914,18.9888,21.8747,20.2278
XLOC_000115,FHAD1,0.126852,0.155234,0.0621101,0.108044,0.223431,0.123137
XLOC_000116,EFHD2,63.5716,66.5633,72.5771,44.4253,44.3253,39.5172
XLOC_000117,CTRC,0,0,0,0.576375,0,0.28143
XLOC_000118,CELA2A,0,0,0,0,0,0
XLOC_000119,CELA2B,0,0,0,0,0,0
XLOC_000120,DNAJC16,2.58065,2.40622,2.28229,3.4989,3.39795,3.02238
XLOC_000121,"DDI2,RSC1A1",9.84156,9.38086,6.96908,12.0545,10.3646,9.17343
XLOC_000122,PLEKHM2,20.4581,24.3317,27.2378,19.3973,19.4534,18.6637
XLOC_000123,SLC25A34,0.14379,0.0479765,0.131991,0.265284,0.199847,0.162793
XLOC_000124,TMEM82,0,0,0,0,0,0
XLOC_000125,FBLIM1,11.1686,10.8616,11.8852,9.57487,9.28322,12.6989
XLOC_000126,SPEN,6.90037,6.24365,4.45279,9.08196,8.72086,12.4022
XLOC_000127,C1orf64,0,0,0,0,0,0
XLOC_000128,CLCNKA,0,0,0.0342932,0,0.103831,0
XLOC_000129,CLCNKB,0,0,0,0,0,0
XLOC_000130,SZRD1,83.8142,96.9501,114.07,57.5174,53.9075,53.8871
XLOC_000131,NECAP2,25.214,29.5751,35.9618,19.6207,18.9043,22.7686
XLOC_000132,MIR3675,0,0,0,0,0,0
XLOC_000133,MST1P2,0.112838,0.2541,0.217504,0.192143,0.540938,0.602171
XLOC_000134,MIR3675,0,0,0,0,0,0
XLOC_000135,CROCC,1.17518,1.06977,0.929831,1.41964,1.39074,1.59723
XLOC_000136,PADI1,0.71742,0.623714,0.395154,0.434112,0.661408,0.384801
XLOC_000137,PADI3,3.01604,3.11122,3.04333,1.23511,1.92002,1.13948
XLOC_000138,PADI4,0.0664845,0.0332658,0.256293,0.0565983,0.055416,0.0644995
XLOC_000139,PADI6,0,0,0,0,0,0
XLOC_000140,ARHGEF10L,8.59177,9.43752,10.7017,8.75579,9.38546,5.96273
XLOC_000141,ACTL8,1.19647,1.81622,2.09011,1.08857,0.893751,0.520209
XLOC_000142,IGSF21,0,0,0,0,0,0
XLOC_000143,KLHDC7A,0.837217,0.62514,0.891064,0.290068,0.367013,0.730048
XLOC_000144,PAX7,0,0,0,0,0.00983066,0
XLOC_000145,MRTO4,73.0844,82.0507,96.6536,40.3974,40.4369,49.4745
XLOC_000146,PQLC2,12.0273,14.5822,16.0627,13.2879,12.5608,15.975
XLOC_000147,"C1orf151-NBL1,MINOS1,NBL1",40.8075,46.7457,50.2081,25.0645,25.2236,22.3249
XLOC_000148,HTR6,0.307488,0.49995,0.465643,0.196297,0.0960861,0.14913
XLOC_000149,OTUD3,2.51232,1.75003,1.03493,3.21932,3.57306,3.03282
XLOC_000150,PLA2G5,0,0,0.0445601,0,0,0
XLOC_000151,PLA2G2F,0.682131,0.546182,0.27049,0.394938,0.432242,0.105902
XLOC_000152,UBXN10,0,0,0,0,0,0
XLOC_000153,VWA5B1,0,0,0,0,0,0
XLOC_000154,FAM43B,0,0,0,0,0,0
XLOC_000155,CDA,0.0893696,0.0892932,0,0.0759673,0,0.0865529
XLOC_000156,PINK1,18.6891,23.0668,24.4627,16.0787,15.6983,12.4688
XLOC_000157,LOC100506801,0,0,0,0.0246409,0,0.0280813
XLOC_000158,NBPF3,5.4213,7.05732,7.22205,4.63457,4.85417,4.48387
XLOC_000159,ALPL,0.0649174,0.0308045,0.0715017,0.131041,0.0541127,0.0314879
XLOC_000160,LDLRAD2,0,0,0,0.0307705,0,0
XLOC_000161,CELA3B,0,0,0,0,0,0
XLOC_000162,CELA3A,0,0,0,0,0,0
XLOC_000163,LINC00339,8.75748,8.67098,9.81858,7.99734,7.48415,6.51981
XLOC_000164,CDC42,117.884,111.548,112.796,105.31,104.795,113.269
XLOC_000165,ZBTB40,4.37395,4.50495,4.48816,4.6525,4.93987,5.47834
XLOC_000166,EPHA8,0.579111,0.734057,1.44262,0.217713,0.253818,0.408098
XLOC_000167,C1QA,0,0,0,0,0,0
XLOC_000168,C1QC,0,0,0,0,0,0
XLOC_000169,C1QB,0,0,0,0,0,0
XLOC_000170,EPHB2,7.17672,8.59013,9.12744,3.71047,3.56013,6.03479
XLOC_000171,MIR4684,0,0,0,0,0,0
XLOC_000172,KDM1A,56.8265,59.2451,60.2753,32.8858,31.6014,47.3224
XLOC_000173,MIR3115,0,0,0,0,0,0
XLOC_000174,C1orf213,0.58098,0.583324,0.370194,1.16773,0.60465,1.04671
XLOC_000175,MDS2,0,0,0,0,0,0
XLOC_000176,RPL11,2791.77,2572.35,2783.92,1749.58,1756.98,1817.25
XLOC_000177,TCEB3,19.9499,19.538,19.6249,18.7368,18.3294,20.0141
XLOC_000178,PITHD1,38.5457,38.0757,36.8299,32.3097,33.1064,33.4581
XLOC_000179,LYPLA2,54.927,59.3175,69.6414,39.9527,45.308,42.1723
XLOC_000180,MIR378F,0,0,0,0,0,0
XLOC_000181,PNRC2,29.5927,20.9544,14.794,44.6041,45.8985,43.8793
XLOC_000182,LOC284632,0,0.0416501,0.0458475,0.0354321,0.0346849,0
XLOC_000183,GRHL3,24.4206,22.0379,16.6427,10.5716,10.5311,8.73644
XLOC_000184,NIPAL3,2.37437,2.97173,3.168,2.74145,2.24524,2.63782
XLOC_000185,RCAN3,3.51716,3.15775,3.02891,2.59805,2.46313,2.13137
XLOC_000186,NCMAP,0.127189,0.345617,0.360289,0,0.0303129,0.035271
XLOC_000187,SRRM1,21.0415,18.7204,15.541,24.7672,22.8433,24.933
XLOC_000188,CLIC4,36.9839,30.6907,22.9077,37.9286,37.5044,33.324
XLOC_000189,RHD,0,0,0,0,0,0.0284241
XLOC_000190,TMEM50A,34.2941,34.9073,37.1247,41.7629,41.3539,43.4739
XLOC_000191,TMEM57,5.52649,5.53269,5.03275,7.9227,8.23633,8.86835
XLOC_000192,LDLRAP1,19.8368,21.5918,22.5983,19.0743,18.1554,16.834
XLOC_000193,MAN1C1,3.09473,4.17632,4.94935,4.50924,4.66467,5.71737
XLOC_000194,SEPN1,33.9693,41.4482,49.9899,25.6651,26.3167,23.923
XLOC_000195,MTFR1L,21.2551,26.7304,32.6031,11.2534,12.5983,11.9473
XLOC_000196,EXTL1,0.0180559,0.0180764,0.0596718,0,0.0150615,0
XLOC_000197,PDIK1L,3.00369,2.07871,1.6551,4.19566,3.89964,4.05037
XLOC_000198,FAM110D,0.0516453,0.0516554,0.17061,0.0439442,0,0.150226
XLOC_000199,ZNF593,109.469,128.236,162.561,79.2343,77.858,72.8086
XLOC_000200,CNKSR1,7.12619,7.79282,8.99482,9.89038,9.73849,8.73623
XLOC_000201,CATSPER4,0,0,0,0,0,0
XLOC_000202,CEP85,9.10757,10.3544,11.5765,10.4255,10.4113,12.8658
XLOC_000203,SH3BGRL3,159.153,194.319,266.576,102.959,102.688,102.757
XLOC_000204,CD52,0.432456,0,0.475292,0.183171,0.535701,0.2086
XLOC_000205,LIN28A,0,0,0,0.0461317,0,0.052575
XLOC_000206,DHDDS,11.7637,14.4802,15.1453,14.5885,13.9976,13.4829
XLOC_000207,HMGN2,289.183,360.933,464.35,173.698,168.399,178.655
XLOC_000208,RPS6KA1,19.7506,25.5567,32.0911,11.6615,11.7268,13.3345
XLOC_000209,MIR1976,0,0,0,0,0,0
XLOC_000210,ARID1A,10.3085,10.2936,7.93383,12.991,12.9773,16.5961
XLOC_000211,PIGV,6.96765,9.14439,10.4521,5.59223,6.22661,5.33144
XLOC_000212,ZDHHC18,19.988,22.5145,25.0598,17.3989,17.7812,15.6494
XLOC_000213,SFN,118.242,141.855,171.564,79.9679,75.9015,59.3831
XLOC_000214,NUDC,115.828,126.971,146.879,90.302,88.219,90.0929
XLOC_000215,TRNP1,7.56538,8.86375,9.6703,3.87031,3.91957,4.94281
XLOC_000216,WDTC1,10.5925,14.744,17.7182,6.91246,6.65933,6.41539
XLOC_000217,TMEM222,32.6474,43.8794,51.335,34.1541,32.263,33.163
XLOC_000218,LOC644961,0.420396,0.476856,0.493928,0.477244,0.630901,0.571074
XLOC_000219,SYTL1,7.42189,8.58499,9.2787,10.6523,10.3405,5.64793
XLOC_000220,GPR3,1.14704,0.860829,0.986972,1.12897,1.16507,2.32973
XLOC_000221,FAM76A,1.81315,1.63306,1.52952,2.54068,2.67008,2.63323
XLOC_000222,STX12,13.9759,15.2569,16.1055,18.3291,19.0858,17.7588
XLOC_000223,PPP1R8,32.3858,31.0853,34.1373,24.4507,26.0888,28.6064
XLOC_000224,SCARNA1,0,0,0,0,0,0
XLOC_000225,THEMIS2,2.5508,2.25433,4.14026,6.25243,5.77906,8.63986
XLOC_000226,SMPDL3B,3.21169,4.58344,6.28759,2.59565,2.53997,2.06843
XLOC_000227,XKR8,4.90637,4.94467,5.75119,5.36991,4.8778,4.52164
XLOC_000228,ATPIF1,270.656,257.416,292.728,224.159,219.872,202.607
XLOC_000229,SESN2,14.2701,15.7137,18.2256,25.5724,26.581,16.6192
XLOC_000230,MED18,12.2774,14.0494,16.6237,8.85656,8.9799,10.9028
XLOC_000231,PHACTR4,5.11995,5.19817,4.84276,5.66971,5.54823,8.09962
XLOC_000232,"RCC1,SNHG3",167.124,163.351,172.633,113.014,111.636,129.125
XLOC_000233,TRNAU1AP,6.55694,8.12017,8.17093,5.44024,5.58873,6.1814
XLOC_000234,RAB42,0.0770104,0.538866,0.423928,0.0620435,0.182068,0.282775
XLOC_000235,RNU11,13.1742,0,0,0,10.6645,0
XLOC_000236,GMEB1,5.25939,5.36239,6.44582,4.50977,4.65891,5.06353
XLOC_000237,YTHDF2,38.8113,35.5635,33.5438,37.2433,37.6541,40.8651
XLOC_000238,OPRD1,0.0435173,0,0.0479245,0,0.0362536,0.0422048
XLOC_000239,EPB41,10.1027,9.50755,9.45862,10.6645,10.7503,13.2408
XLOC_000240,PTPRU,12.1259,13.0396,11.3345,9.78528,9.50782,10.169
XLOC_000241,MATN1-AS1,1.07519,0.741956,0.530835,2.43006,2.19369,1.65436
XLOC_000242,ZCCHC17,41.3348,45.6419,56.4274,28.2387,28.2888,27.5887
XLOC_000243,SERINC2,26.0342,27.2778,25.2805,13.8506,11.8221,6.99719
XLOC_000244,LOC149086,0,0,0,0,0,0
XLOC_000245,LOC284551,0,0,0,0,0,0
XLOC_000246,TINAGL1,0.0833088,0.0833486,0.137624,0.531799,0.486678,0.205648
XLOC_000247,HCRTR1,0,0,0,0,0,0
XLOC_000248,KHDRBS1,80.8033,70.9059,57.0198,61.8796,64.0386,76.5746
XLOC_000249,TMEM39B,6.394,9.9131,10.819,5.83834,5.60929,5.87283
XLOC_000250,KPNA6,12.9857,13.6199,13.427,11.0207,11.7438,12.9806
XLOC_000251,TXLNA,13.719,14.2461,15.4934,15.4007,14.5853,15.8929
XLOC_000252,CCDC28B,5.09833,5.99115,10.3416,1.69904,1.57784,4.83927
XLOC_000253,IQCC,7.45203,7.59284,10.8171,5.87836,5.67616,7.85539
XLOC_000254,DCDC2B,0.0594132,0,0,0.0505434,0,0
XLOC_000255,EIF3I,307.582,339.077,412.624,210.302,199.608,193.872
XLOC_000256,FAM167B,0.807458,0.26892,0.394997,0.228787,0.298272,0.086889
XLOC_000257,LCK,0,0,0.039717,0,0,0
XLOC_000258,HDAC1,119.825,147.997,179.239,82.7605,82.7793,101.949
XLOC_000259,TSSK3,0,0,0.0673856,0,0,0
XLOC_000260,ZBTB8B,0.162334,0.162518,0.218568,0.0921671,0.0601833,0.140054
XLOC_000261,ZBTB8A,2.01167,1.78199,1.63026,2.47979,2.44552,1.95302
XLOC_000262,RBBP4,24.648,25.1583,25.5355,19.7135,19.3429,21.0663
XLOC_000263,KIAA1522,45.0453,47.9314,45.0263,46.0565,43.128,41.7559
XLOC_000264,S100PBP,5.48247,6.08589,6.95324,5.40284,5.2092,5.62697
XLOC_000265,HPCA,0.169915,0.566417,0.561283,0,0.14146,0.164725
XLOC_000266,ADC,0.41549,0.173237,0.228809,0.117898,0.202005,0.100767
XLOC_000267,ZNF362,7.1719,7.53429,8.6823,3.70854,3.78982,4.75473
XLOC_000268,ZSCAN20,0.925695,0.961092,0.887574,1.09497,1.48722,1.43094
XLOC_000269,HMGB4,0,0,0,0,0,0
XLOC_000270,LOC402779,0,0,0,0,0,0
XLOC_000271,C1orf94,0,0,0,0,0,0
XLOC_000272,GJB5,0,0,0,0,0.0492035,0.0572984
XLOC_000273,GJB4,0.052083,0,0,0,0.021714,0
XLOC_000274,GJB3,8.87301,9.30361,10.2453,2.80388,3.21204,3.88302
XLOC_000275,GJA4,0,0,0,0,0,0
XLOC_000276,ZMYM1,2.77584,1.63269,1.35695,2.5266,2.7208,3.35101
XLOC_000277,ZMYM4,7.41174,6.13058,4.80988,7.67131,7.49831,10.2216
XLOC_000278,NCDN,18.4688,21.3979,24.3541,18.5027,18.0487,23.7236
XLOC_000279,TFAP2E,0.518066,0.414731,0.836871,0.411613,0.287859,0.100516
XLOC_000280,AGO4,1.086,0.865953,0.764409,2.10714,2.21532,2.382
XLOC_000281,AGO1,5.55482,5.35361,5.52459,3.92433,3.97904,5.51253
XLOC_000282,AGO3,2.39782,2.62045,2.70744,2.82926,2.59996,4.2764
XLOC_000283,TEKT2,0,0,0,0,0,0
XLOC_000284,ADPRHL2,31.7742,34.4037,42.9299,27.392,27.4236,26.9397
XLOC_000285,MAP7D1,19.9992,25.708,26.2277,22.6384,21.1796,26.9756
XLOC_000286,THRAP3,35.0887,28.9192,24.5203,38.2327,38.0878,41.961
XLOC_000287,SH3D21,3.96384,4.16735,3.41144,4.67186,4.59125,3.89549
XLOC_000288,MIR4255,0,0,0,0,0,0
XLOC_000289,ZC3H12A,5.49084,5.03083,4.48341,11.1179,10.8189,10.8148
XLOC_000290,DNALI1,1.09436,1.48848,2.13266,0.310586,0.210556,2.94053
XLOC_000291,CDCA8,40.5004,48.6439,57.4838,19.8809,19.9056,29.8485
XLOC_000292,MANEAL,40.6946,45.9783,50.8304,24.9431,24.5666,28.0458
XLOC_000293,C1orf122,72.3742,79.3886,92.5935,67.6587,67.8547,52.8828
XLOC_000294,UTP11L,22.6531,17.5473,14.4142,21.1131,22.3077,22.2979
XLOC_000295,MIR3659,0,0,0,0,0,0
XLOC_000296,AKIRIN1,26.5026,22.267,17.116,36.2533,37.9249,40.9039
XLOC_000297,NDUFS5,402.238,399.652,474.122,251.342,257.063,341.264
XLOC_000298,MACF1,4.44418,3.37052,2.21789,5.39137,5.53698,7.30234
XLOC_000299,KIAA0754,0.875091,0.886464,0.582944,0.806096,0.815171,1.51143
XLOC_000300,BMP8A,0.673419,0.597949,0.531923,0.346321,0.424069,0.481043
XLOC_000301,PPIE,53.2005,59.7322,78.9753,39.0069,37.8776,41.1176
XLOC_000302,MFSD2A,3.11273,2.83481,2.42679,3.36429,2.97323,3.29107
XLOC_000303,CAP1,108.723,112.681,114.604,79.5803,81.2701,97.0159
XLOC_000304,RLF,4.04652,2.93332,1.77066,6.42756,6.38222,6.82756
XLOC_000305,TMCO2,0,0,0,0,0,0
XLOC_000306,ZMPSTE24,32.0637,26.3591,22.0811,32.0446,33.7046,33.0297
XLOC_000307,SMAP2,15.3393,17.3455,19.835,12.9754,13.6137,15.0805
XLOC_000308,ZFP69B,0.861515,0.637148,0.371283,0.478256,0.405789,0.654015
XLOC_000309,ZFP69,1.40111,0.736067,0.462949,0.715625,1.16774,0.781542
XLOC_000310,EXO5,3.42638,2.94869,4.11344,2.21677,2.14185,1.76171
XLOC_000311,ZNF684,0.578622,0.723731,0.438128,0.923518,0.632914,0.66654
XLOC_000312,NFYC,19.7673,23.9793,28.0077,19.3079,20.0207,16.8869
XLOC_000313,MIR30E,0,0,0,0,0,0
XLOC_000314,MIR30C1,0,0,0,0,0,0
XLOC_000315,KCNQ4,1.38264,1.0591,0.853062,1.13983,1.1936,1.2698
XLOC_000316,CTPS1,46.8188,50.8149,54.8833,36.762,36.8639,46.1254
XLOC_000317,SLFNL1-AS1,0.0898825,0.044996,0.0495096,0.216903,0.37494,0.0872477
XLOC_000318,GUCA2B,0,0,0,0,0,0
XLOC_000319,RIMKLA,0.87212,0.713375,0.865513,0.924446,0.911273,0.61407
XLOC_000320,PPCS,40.3293,39.7175,42.3599,46.1457,45.4596,34.2007
XLOC_000321,CCDC30,0.0237347,0.0475155,0.0261446,0.0404208,0.158342,0.0230327
XLOC_000322,PPIH,78.2957,87.9508,107.94,38.2261,42.0259,53.347
XLOC_000323,YBX1,654.893,677.194,694.633,307.139,316.929,408.027
XLOC_000324,C1orf50,14.0298,18.1474,22.4155,11.0767,9.70011,10.3589
XLOC_000325,LOC100129924,0.0866801,0,0,0,0,0.0839551
XLOC_000326,ERMAP,3.51887,4.33887,4.96089,3.83509,3.52679,3.26259
XLOC_000327,ZNF691,5.08409,4.96932,5.72921,2.96319,2.84918,3.52461
XLOC_000328,SLC2A1-AS1,0.589258,1.03077,0.891964,0.313187,0.367616,0.14274
XLOC_000329,FAM183A,0.625288,0.62272,0.68728,0,0.344385,0
XLOC_000330,WDR65,0.121168,0.0521925,0.057443,0.1341,0.1021,0.117279
XLOC_000331,TMEM125,9.93394,12.0555,15.8393,11.0644,11.1905,6.78598
XLOC_000332,TIE1,0,0,0,0,0,0
XLOC_000333,MPL,0.0999092,0.0400068,0.0440234,0.0340331,0.0333328,0.135752
XLOC_000334,CDC20,136.583,169.753,218.889,52.4843,53.3058,85.9741
XLOC_000335,SZT2,1.28296,1.51576,1.2755,2.61724,2.58104,2.63745
XLOC_000336,PTPRF,45.9863,48.3253,48.7001,36.9011,36.9226,31.3135
XLOC_000337,KDM4A,18.8027,17.0002,19.5865,20.5078,20.2879,21.7273
XLOC_000338,ST3GAL3,2.79432,3.35448,4.72674,2.13997,1.57155,1.99494
XLOC_000339,ARTN,5.04904,5.34977,6.34665,2.3304,2.32571,4.00378
XLOC_000340,IPO13,12.1645,13.8537,14.6692,10.0227,9.57676,11.1431
XLOC_000341,DPH2,37.8908,39.627,44.4688,28.0326,28.0476,23.2707
XLOC_000342,ATP6V0B,230.648,285.281,371.651,219.404,216.642,212.121
XLOC_000343,B4GALT2,36.7514,43.9683,54.1354,24.0499,22.9966,28.6751
XLOC_000344,CCDC24,5.85319,6.50436,7.69837,5.81007,5.23457,4.30865
XLOC_000345,KLF17,0,0,0,0,0,0
XLOC_000346,DMAP1,15.2442,17.9677,18.5619,14.0719,13.4845,14.1696
XLOC_000347,RNF220,19.0164,21.7292,25.557,13.1915,13.2248,13.3474
XLOC_000348,MIR5584,0,0,0,0,0,0
XLOC_000349,C1orf228,0.322701,0.322814,0.304604,0.313854,0.345603,0.0894126
XLOC_000350,KIF2C,33.2744,37.7474,45.7798,21.6697,21.2423,28.0315
XLOC_000351,RPS8,2895.9,3156.29,3688.31,1514.26,1526.53,1583.52
XLOC_000352,SNORD55,0,0,0,0,0,0
