ProbeSetID,gene_short_name,Control_rep1,Control_rep2,Control_rep3,RBP2_rep1,RBP2_rep2,RBP2_rep3
XLOC_022420,CTSL3P,0,0,0,0,0,0
XLOC_022421,CTSL1P8,0,0,0,0,0,0
XLOC_022422,SPATA31E1,0,0,0,0,0,0
XLOC_022423,SPATA31C1,0,0,0,0,0,0
XLOC_022424,SPIN1,27.2312,26.1018,24.57,20.918,20.4101,29.1325
XLOC_022425,NXNL2,4.45563,3.339,5.68568,2.54562,1.53042,8.33427
XLOC_022426,"C9orf47,S1PR3",20.8204,16.9629,13.1397,19.2132,18.2333,18.5255
XLOC_022427,CKS2,295.091,287.637,342.3,170.513,179.56,274.219
XLOC_022428,MIR3153,0,0,0,0,0,0
XLOC_022429,SECISBP2,22.119,19.5906,17.5433,24.8635,25.1419,19.8106
XLOC_022430,GADD45G,16.0341,16.3394,17.9966,15.772,16.2101,8.60453
XLOC_022431,UNQ6494,0.0688347,0.137762,0.0379071,0.20509,0.143429,0.0333886
XLOC_022432,SYK,9.54103,10.7793,12.0445,7.26359,7.27982,4.46368
XLOC_022433,MIR3910-1,0,0,0,0,0,0
XLOC_022434,LOC100128076,0.0378468,0.151475,0,0,0.0315386,0.0367117
XLOC_022435,LINC00475,0.152388,0.114357,0.125874,0.0648559,0.158734,0
XLOC_022436,CENPP,4.58349,4.69545,5.00183,3.97611,4.25142,3.36737
XLOC_022437,LOC100128361,0.48078,0.390946,0.463362,0.66515,0.851708,1.02041
XLOC_022438,ANKRD19P,0.162921,0.163039,0,0.332872,0.244443,0.316119
XLOC_022439,FGD3,24.9164,23.8012,22.4128,11.6269,11.3517,8.94155
XLOC_022440,SUSD3,32.9637,49.3283,68.4908,19.9,19.2958,51.7518
XLOC_022441,C9orf89,67.2565,82.0426,118.793,60.4221,57.9547,102.656
XLOC_022442,WNK2,6.51917,7.89184,8.20173,5.80113,5.83925,7.7825
XLOC_022443,FAM120A,57.1387,50.2176,38.56,60.9441,61.3177,59.6132
XLOC_022444,PHF2,13.4144,13.9407,12.8904,14.8808,14.8115,17.3365
XLOC_022445,MIR4291,0,0,0,0,0,0
XLOC_022446,PTPDC1,1.70763,1.82396,1.51577,2.82119,2.79403,2.23069
XLOC_022447,MIRLET7A1,0,0,0,0,0,0
XLOC_022448,MIRLET7F1,0,0,0,0,0,0
XLOC_022449,MIRLET7D,0,0,0,0,0,0
XLOC_022450,ZNF169,0.574265,0.698064,0.384077,0.768487,0.855302,0.736481
XLOC_022451,LOC100132077,0,0,0,0.0297725,0,0
XLOC_022452,HIATL1,26.5404,20.4313,16.6362,34.1371,32.5253,31.7055
XLOC_022453,C9orf3,9.613,9.85902,12.5655,7.9632,8.17721,9.03684
XLOC_022454,MIR2278,0,0,0,0,0,0
XLOC_022455,MIR23B,0,0,0,0,0,0
XLOC_022456,MIR27B,0,0,0,0,0,0
XLOC_022457,MIR24-1,0,0,0,0,0,0
XLOC_022458,LOC100507346,0,0,0,0,0,0
XLOC_022459,ERCC6L2,1.30151,0.961794,0.990004,2.12462,2.52062,2.60187
XLOC_022460,LOC158435,0,0,0,0.0263142,0,0
XLOC_022461,HABP4,7.98312,6.96708,6.08531,7.90245,8.26814,7.79972
XLOC_022462,LOC441455,0,0,0.104173,0.080501,0.0787928,0
XLOC_022463,LOC100132781,0,0,0,0,0,0.0343452
XLOC_022464,LOC441454,0.0578229,0,0,0,0.14441,0
XLOC_022465,FAM22G,0,0,0,0.0252536,0.024728,0.0287793
XLOC_022466,"C9orf174,LOC100499484,LOC100499484-C9ORF174",0.169057,0.435792,0.149884,0.454578,0.182265,0.136998
XLOC_022467,TDRD7,12.8919,13.9702,16.1817,28.9369,28.1002,33.7288
XLOC_022468,TMOD1,3.3111,2.96328,4.10949,0.952308,1.28014,1.04274
XLOC_022469,NCBP1,22.9426,21.839,20.5104,20.1648,18.8315,21.6899
XLOC_022470,FOXE1,0,0,0,0,0,0
XLOC_022471,ANP32B,270.662,235.018,224.939,196.027,192.949,234.954
XLOC_022472,NANS,113.147,119.876,139.947,112.912,113.358,73.7637
XLOC_022473,GALNT12,1.65396,1.35689,1.37383,0.715664,1.06253,0.342023
XLOC_022474,COL15A1,0,0.0136047,0,0,0,0
XLOC_022475,TGFBR1,4.23383,3.10209,2.12588,4.26042,4.23128,3.60555
XLOC_022476,SEC61B,321.803,309.532,328.777,400.477,411.203,387.162
XLOC_022477,NR4A3,0.193777,0.18338,0.0419215,1.11711,1.20682,0.340364
XLOC_022478,STX17,5.57336,5.30287,3.86314,11.0191,10.8635,10.4522
XLOC_022479,INVS,4.00969,4.54659,5.25494,2.58359,2.71412,3.31187
XLOC_022480,"MSANTD3,MSANTD3-TMEFF1,TMEFF1",15.9674,15.7963,14.0942,18.4989,20.1883,24.1817
XLOC_022481,MURC,0.0283366,0.113442,0.0312121,0.193009,0.165375,0.164968
XLOC_022482,LPPR1,0.0323518,0,0,0,0,0
XLOC_022483,ZNF189,2.6886,1.94884,1.20083,3.37979,2.67191,2.89327
XLOC_022484,RNF20,11.3601,9.38213,7.58568,11.1956,10.4435,12.6521
XLOC_022485,CYLC2,0,0,0,0,0,0
XLOC_022486,SMC2,5.3136,4.20862,2.5099,6.51066,7.13981,8.1496
XLOC_022487,OR13F1,0,0,0,0,0,0
XLOC_022488,OR13C8,0,0,0,0,0,0
XLOC_022489,OR13D1,0,0,0,0,0,0
XLOC_022490,NIPSNAP3A,18.1952,17.4841,14.9882,18.4503,18.8143,14.2172
XLOC_022491,NIPSNAP3B,0.264771,0.0441463,0,0.413113,0.110285,0.213984
XLOC_022492,LOC286367,0.128509,0.0214404,0.0235935,0.127673,0.142905,0.0207862
XLOC_022493,SLC44A1,33.3849,28.7837,24.4488,32.8684,34.1686,66.9834
XLOC_022494,FSD1L,1.24859,0.742736,0.47532,1.78041,1.93202,1.88858
XLOC_022495,FKTN,3.48673,2.84683,1.97134,4.08769,3.79362,3.86331
XLOC_022496,TAL2,0.448388,0.298171,0.657565,0,0.495397,0.288971
XLOC_022497,TMEM38B,11.921,10.7176,10.9319,11.8525,12.57,11.2898
XLOC_022498,ZNF462,3.10281,3.09008,2.24455,4.10997,3.82021,3.89798
XLOC_022499,RAD23B,110.103,96.2073,75.8679,141.079,137.656,120.235
XLOC_022500,ACTL7A,0,0,0,0,0,0
XLOC_022501,FAM206A,23.5565,17.7166,11.9127,35.3604,35.9179,33.107
XLOC_022502,"AKAP2,PALM2,PALM2-AKAP2",0.299517,0.205529,0.12926,0.509911,0.534557,0.244204
XLOC_022503,MUSK,0,0,0,0,0,0
XLOC_022504,ZNF483,0.476802,0.338227,0.458572,0.515536,0.404888,0.645032
XLOC_022505,"DNAJC25,DNAJC25-GNG10,GNG10",37.5805,28.4826,17.2019,45.0645,47.9912,44.0644
XLOC_022506,UGCG,14.012,12.9638,12.3758,21.9756,20.4733,23.1406
XLOC_022507,MIR4668,0,0,0,0,0,0
XLOC_022508,HSDL2,20.0908,19.3299,18.9035,15.2724,16.032,17.031
XLOC_022509,KIAA1958,1.90982,1.35742,1.37194,1.86173,1.4077,3.00796
XLOC_022510,SNX30,4.05233,3.55417,2.58636,3.88046,3.70053,4.52209
XLOC_022511,FAM225A,0.307697,0.258799,0.21695,0.20967,0.205394,0.0836364
XLOC_022512,SLC31A2,11.358,11.7982,9.5849,10.7405,11.0211,9.45388
XLOC_022513,SLC31A1,21.058,19.9383,19.9318,20.7173,20.4693,18.439
XLOC_022514,PRPF4,47.9307,50.3242,58.6935,32.4854,32.9294,41.3376
XLOC_022515,BSPRY,36.7613,37.5564,41.8278,17.2536,18.7323,12.8395
XLOC_022516,C9orf43,0.966554,1.78548,1.55584,0.917674,0.71254,0.576975
XLOC_022517,RGS3,10.094,12.0982,15.2649,11.7356,10.5473,6.09428
XLOC_022518,ZNF618,5.28084,5.77685,5.77549,4.72949,4.52369,9.0966
XLOC_022519,COL27A1,3.61165,2.91096,1.56615,4.53803,4.61641,3.74223
XLOC_022520,MIR455,0,0,0,0,0,0
XLOC_022521,ORM1,0,0,0.116407,0.0898779,0.0878471,0
XLOC_022522,ORM2,0,0.104842,0,0,0,0
XLOC_022523,ATP6V1G1,117.839,105.309,95.1077,170.304,174.318,131.854
XLOC_022524,C9orf91,6.24888,5.72518,5.71532,8.14538,8.11671,7.35249
XLOC_022525,1-Dec,0,0,0,0,0,0
XLOC_022526,PAPPA,0,0.0064192,0,0,0,0.00622359
XLOC_022527,LOC100128505,0,0,0,0,0,0
XLOC_022528,TRIM32,9.2999,9.05292,11.1039,7.00174,7.05407,7.78616
XLOC_022529,TLR4,0,0,0.0143418,0,0,0
XLOC_022530,LOC100288842,4.52105,4.85329,4.5888,1.91715,1.72688,3.19141
XLOC_022531,LOC253039,8.30483,7.70097,7.23032,11.3422,10.2631,9.37899
XLOC_022532,CNTRL,0.696471,0.477689,0.273291,1.38161,1.34556,1.77841
XLOC_022533,GSN,98.3937,95.1069,93.0535,115.911,110.884,84.8546
XLOC_022534,DAB2IP,11.3744,13.1653,14.7132,17.4627,16.6802,16.919
XLOC_022535,MORN5,0,0.13279,0,0,0,0
XLOC_022536,MRRF,26.3574,29.5509,34.0987,23.9902,21.5854,23.4637
XLOC_022537,PTGS1,0.30226,0.432339,0.285433,0.27903,0.501697,0.280995
XLOC_022538,OR1J2,0,0,0,0,0.0759416,0
XLOC_022539,OR1J4,0.0913779,0,0,0,0,0.0884925
XLOC_022540,OR1N2,0,0,0,0,0,0
XLOC_022541,OR1Q1,0,0,0,0,0,0
XLOC_022542,OR1L1,0,0,0,0,0,0
XLOC_022543,OR1L3,0,0,0,0,0,0
XLOC_022544,OR1L4,0,0,0,0,0,0
XLOC_022545,OR1L6,0,0,0,0,0,0
XLOC_022546,OR5C1,0,0,0,0,0,0
XLOC_022547,OR1K1,0,0,0,0,0,0
XLOC_022548,RABGAP1,15.9121,14.4939,11.1855,18.8858,20.249,17.3976
XLOC_022549,GPR21,0,0,0,0,0,0.0475566
XLOC_022550,CRB2,0,0,0,0,0,0.0123005
XLOC_022551,LHX2,2.13843,2.35719,3.31115,0.844317,0.981736,1.26288
XLOC_022552,NEK6,35.9095,37.0111,37.4826,18.4648,19.4869,28.8329
XLOC_022553,LOC100129034,5.44111,5.14753,4.56124,4.37887,4.40435,5.41558
XLOC_022554,GPR144,0.0255412,0,0,0,0,0
XLOC_022555,MIR181A2HG,0.160196,0.319489,0.176174,0.271827,0.26534,0.61924
XLOC_022556,MIR181A2,0,0,0,0,0,0
XLOC_022557,MIR181B2,0,0,0,0,0,0
XLOC_022558,OLFML2A,1.16399,1.42698,1.49811,0.268724,0.208786,0.348509
XLOC_022559,WDR38,0.0607984,0.127309,0.070115,0,0.105986,0
XLOC_022560,ARPC5L,128.868,128.042,143.575,107.392,114.815,113.107
XLOC_022561,RABEPK,21.3743,23.0938,28.3854,18.5318,18.6812,16.1454
XLOC_022562,GAPVD1,14.3235,12.5564,11.5314,16.1802,16.3243,21.1437
XLOC_022563,PBX3,5.93537,5.02714,3.88956,6.67492,6.62822,6.94864
XLOC_022564,MVB12B,5.38761,6.42081,7.1704,5.01016,4.4409,5.37084
XLOC_022565,LMX1B,8.80422,9.67971,9.66017,4.93338,4.89386,5.94199
XLOC_022566,ZBTB43,2.29427,2.17779,1.37157,7.37132,7.91141,6.60186
XLOC_022567,ZBTB34,1.85351,1.72574,1.09863,3.17613,3.04815,3.07266
XLOC_022568,RALGPS1,4.75821,4.97357,5.1084,4.83051,5.19924,3.47964
XLOC_022569,GARNL3,0.46701,0.44804,0.171485,0.463996,0.357072,0.283286
XLOC_022570,SLC2A8,16.5292,18.558,20.3075,12.0012,12.0007,12.474
XLOC_022571,ZNF79,3.71006,4.91343,5.32802,5.29449,5.15319,4.51633
XLOC_022572,LRSAM1,10.3489,14.8786,15.3695,10.3692,11.5936,10.5732
XLOC_022573,STXBP1,7.35617,7.68615,10.1451,5.45946,5.42613,6.16691
XLOC_022574,C9orf117,0,0.0450072,0,0,0,0
XLOC_022575,TTC16,0.0256169,0.051281,0,0.0436242,0,0
XLOC_022576,"MIR2861,MIR3960",0,0,0,0,0,0
XLOC_022577,CDK9,33.77,35.6424,37.3291,26.7688,28.2026,30.5941
XLOC_022578,FPGS,44.1451,52.7976,64.7956,31.863,31.9303,40.079
XLOC_022579,SLC25A25,10.5663,12.7696,12.0379,15.9556,15.6397,13.9628
XLOC_022580,LOC389791,0.143978,0.108051,0.158573,0.0919194,0.0899933,0.244418
XLOC_022581,LCN2,10.6433,12.5807,10.6365,15.5016,15.6914,7.0431
XLOC_022582,C9orf16,200.503,248.358,294.824,122.399,132.93,67.8143
XLOC_022583,DNM1,8.23734,10.8037,14.4275,6.50917,6.8696,11.4264
XLOC_022584,SWI5,56.7444,57.3076,73.7454,40.7769,43.9188,35.097
XLOC_022585,COQ4,33.8033,41.7409,48.8632,28.1701,31.7229,27.5079
XLOC_022586,SLC27A4,24.9597,28.8001,32.4012,11.5949,11.03,10.6069
XLOC_022587,URM1,46.3156,56.1091,79.0264,30.9284,29.9285,30.9419
XLOC_022588,MIR2964A,0,0,0,0,0,0
XLOC_022589,CERCAM,42.4124,53.2272,62.3496,23.0631,23.5744,19.3709
XLOC_022590,ODF2,31.011,28.8174,29.9909,28.8977,27.2561,27.5901
XLOC_022591,GLE1,32.4924,34.6467,37.872,28.3518,28.4975,27.2553
XLOC_022592,SPTAN1,30.1099,33.0102,32.2107,29.0696,29.0459,42.4616
XLOC_022593,SET,237.167,187.997,140.231,220.771,221.944,248.332
XLOC_022594,PKN3,11.0032,13.6164,13.934,6.04984,6.03351,10.1529
XLOC_022595,LOC100506100,18.054,17.1128,23.9378,6.45433,9.08053,8.37703
XLOC_022596,TBC1D13,13.8872,14.5772,16.6177,9.5634,9.02345,10.009
XLOC_022597,ENDOG,51.1521,62.1518,70.5899,28.9803,30.2663,30.0887
XLOC_022598,LRRC8A,21.4621,23.0313,25.1083,23.1738,22.2346,24.1266
XLOC_022599,PHYHD1,0,0,0,0,0.0577153,0.0347177
XLOC_022600,NUP188,37.8289,44.335,49.4438,24.1955,24.8221,34.4938
XLOC_022601,FAM73B,19.7738,22.0329,27.8046,16.4066,15.7807,15.4436
XLOC_022602,DOLPP1,27.9418,31.4754,40.7365,28.5753,28.4637,31.5321
XLOC_022603,PPP2R4,146.31,189.853,247.142,85.5559,84.9337,103.074
XLOC_022604,C9orf106,0.420547,0.945008,0.694196,0.714661,0.78584,0.305323
XLOC_022605,LOC100506190,3.89701,4.79388,4.29208,4.53466,4.1715,4.33529
XLOC_022606,NTMT1,117.258,139.508,175.386,93.6402,95.5123,81.2684
XLOC_022607,PRRX2,1.7228,1.35352,2.23559,0.73276,0.665753,0.17892
XLOC_022608,TOR1B,17.0443,18.6931,19.01,18.1347,17.2456,16.9801
XLOC_022609,USP20,8.44155,10.4468,10.0663,9.77913,9.41315,7.62573
XLOC_022610,GPR107,21.1711,21.5165,22.571,17.386,18.2762,13.7503
XLOC_022611,NCS1,17.1757,16.7936,17.3212,10.9534,11.4375,12.8884
XLOC_022612,ASS1,438.66,429.157,465.601,218.707,220.512,129.728
XLOC_022613,FUBP3,24.5661,18.9784,11.5571,41.0054,40.5853,39.1238
XLOC_022614,PRDM12,0.149853,0.299946,0.396135,0.153097,0.249852,0.174472
XLOC_022615,EXOSC2,33.6257,38.0224,37.0731,23.8197,23.9526,21.8027
XLOC_022616,ABL1,16.61,18.5997,18.7945,13.5196,13.4323,13.1016
XLOC_022617,LAMC3,0.526126,0.690714,0.811482,0.348559,0.341456,0.317803
XLOC_022618,AIF1L,63.2994,77.0677,92.9579,26.1917,24.4002,20.0906
XLOC_022619,NUP214,8.52304,9.46231,9.87659,11.6472,12.1024,8.39979
XLOC_022620,PPAPDC3,0,0,0,0,0.0301703,0
XLOC_022621,PRRC2B,27.5084,29.5986,30.546,29.8579,30.272,26.6844
XLOC_022622,SNORD62A,0,0,0,0,0,0
XLOC_022623,SNORD62B,0,0,0,0,0,0
XLOC_022624,POMT1,17.3733,19.1904,20.5063,11.5851,11.394,10.2662
XLOC_022625,NTNG2,0.142751,0.0714449,0.0786226,0.121555,0.119042,0.0692646
XLOC_022626,C9orf171,0,0.0431289,0.189906,0.11007,0,0.083621
XLOC_022627,BARHL1,0,0,0,0,0,0
XLOC_022628,GTF3C4,14.034,14.2377,12.6038,13.1837,12.8031,12.3993
XLOC_022629,C9orf9,3.10977,4.2675,5.13178,3.08069,1.9346,0.752015
XLOC_022630,GFI1B,0,0,0,0,0,0
XLOC_022631,GTF3C5,61.6336,68.2171,79.2013,37.4086,39.7505,32.0436
XLOC_022632,CEL,0.2199,0.660202,0.519012,0.374421,0.445176,0.152391
XLOC_022633,CELP,0,0,0,0,0,0
XLOC_022634,RPL7A,4389.71,5198.22,6685.74,2022.42,2014.42,1755.12
XLOC_022635,SNORD24,0,0,0,0,0,0
XLOC_022636,SNORD36B,0,0,0,0,0,0
XLOC_022637,SNORD36A,0,0,0,0,2466.46,0
XLOC_022638,SNORD36C,0,0,0,0,0,0
XLOC_022639,SURF2,66.6605,73.8087,91.8414,62.8841,60.5054,47.355
XLOC_022640,C9orf96,0.106616,0.133389,0.117437,0.0226945,0.022224,0.0258635
XLOC_022641,ADAMTS13,0.962397,0.760004,0.424033,0.913106,1.1577,0.571858
XLOC_022642,CACFD1,7.86373,10.6865,12.1461,10.2581,11.3129,5.53401
XLOC_022643,ADAMTSL2,0,0.0390901,0,0.0166257,0.0162839,0
XLOC_022644,DBH,0,0,0,0,0,0
XLOC_022645,LINC00094,6.11723,7.29774,8.86671,3.86275,4.06464,3.88231
XLOC_022646,WDR5,53.6476,57.7022,60.5687,35.9428,38.3348,33.0307
XLOC_022647,RXRA,29.3659,33.6576,37.0326,21.6475,21.0219,20.7986
XLOC_022648,MIR4669,0,0,0,0,0,0
XLOC_022649,COL5A1,8.06658,9.31935,10.7145,3.70339,3.67015,8.52297
XLOC_022650,FCN2,0,0.182342,0.100434,0,0.227521,0.0883703
XLOC_022651,OLFM1,27.2691,33.0667,41.552,24.1904,24.3507,23.8201
XLOC_022652,LOC401557,0,0,0,0,0.0162717,0
XLOC_022653,C9orf62,0,0,0,0,0,0
XLOC_022654,PPP1R26,7.66057,8.12202,8.59975,6.54949,7.41192,8.63775
XLOC_022655,MRPS2,120.801,138.66,156.679,75.1296,75.211,59.0282
XLOC_022656,LCN1,0,0,0,0,0,0
XLOC_022657,OBP2A,0,0,0,0,0,0
XLOC_022658,PAEP,0.633714,0.220711,0.364832,0.897412,1.44508,0.213926
XLOC_022659,LOC100130954,0,0,0,0,0,0
XLOC_022660,LCN9,0,0,0,0,0,0
XLOC_022661,KCNT1,0,0.0153347,0.0168727,0,0,0.0297432
XLOC_022662,GPSM1,7.57693,8.83307,9.80153,7.41294,6.98681,6.58308
XLOC_022663,PMPCA,70.6415,78.389,87.4471,42.521,42.6026,41.4127
XLOC_022664,C9orf163,0.868614,0.666489,0.701616,0.862792,0.675885,0.814698
XLOC_022665,EGFL7,41.5445,51.1985,61.6935,36.92,38.6489,27.8461
XLOC_022666,MIR126,0,0,0,0,0,0
XLOC_022667,FAM69B,1.38351,1.44893,1.52383,0.712168,0.885046,0.280936
XLOC_022668,LOC100128593,0,0,0,0.0233884,0,0
XLOC_022669,TMEM141,146.581,183.258,243.212,130.494,126.701,69.1603
XLOC_022670,KIAA1984,0.135499,0.0903669,0.248698,0.153752,0.112873,0.21901
XLOC_022671,RABL6,98.7077,110.309,119.778,60.25,62.0804,47.2221
XLOC_022672,MIR4292,0,0,0,0,0,0
XLOC_022673,C9orf172,0.45321,0.453634,0.471484,0.428779,0.209952,0.36649
XLOC_022674,PHPT1,129.422,179.925,244.152,73.9777,73.2716,61.7428
XLOC_022675,MAMDC4,0.736136,0.736932,0.504084,1.77903,1.57648,1.15857
XLOC_022676,TRAF2,25.3505,27.5185,31.8529,22.3407,22.9485,21.5476
XLOC_022677,MIR4479,0,0,0,0,0,0
XLOC_022678,C8G,0.299902,0.199705,0.110017,0.169904,0,0.193571
XLOC_022679,LCN12,0,0,0,0.116556,0,0
XLOC_022680,PTGDS,0,0,0,0,0.091612,0
XLOC_022681,LCNL1,0,0,0,0,0,0
XLOC_022682,C9orf142,161.316,171.331,191.353,83.8973,82.8173,58.5227
XLOC_022683,C9orf139,0,0.0381339,0,0.0162199,0,0
XLOC_022684,UAP1L1,7.32689,9.05379,10.6336,6.05415,5.65734,5.97125
XLOC_022685,MAN1B1,48.927,56.6439,72.1609,46.9907,45.8229,32.9139
XLOC_022686,GRIN1,0.0185596,0.0371709,0,0,0,0.0720888
XLOC_022687,SSNA1,86.7409,119.845,144.113,68.5957,64.7114,60.1657
XLOC_022688,NDOR1,10.2391,10.8887,10.6093,13.5571,13.1226,9.99947
XLOC_022689,C9orf169,8.10331,7.5907,7.81805,11.1165,10.9639,4.34186
XLOC_022690,RNF224,0.577154,0.997074,0.751089,0.892874,1.61656,0.610466
XLOC_022691,SLC34A3,0.106961,0.142712,0.274905,0.151762,0.148599,0.172945
XLOC_022692,TUBB4B,768.146,975.614,1217.7,495.781,497.772,460.798
XLOC_022693,C9orf173,0.0794058,0,0.107831,0,0,0
XLOC_022694,NELFB,48.1756,56.3821,65.666,32.8577,35.0071,28.3446
XLOC_022695,TOR4A,0.445006,0.588077,0.235308,0.68218,0.400907,0.362816
XLOC_022696,NOXA1,3.48908,5.08798,3.57186,6.31006,6.28416,3.43597
XLOC_022697,MRPL41,409.949,468.023,561.971,272.521,274.327,205.074
XLOC_022698,ARRDC1,78.5971,84.5906,89.8388,62.5092,61.9139,41.6662
XLOC_022699,EHMT1,19.514,18.6414,17.9675,17.1934,17.0676,16.8858
XLOC_022700,FLJ40292,0,0,0,0.0375797,0.110355,0.042824
XLOC_022701,MIR602,0,0,0,0,0,0
XLOC_022702,CACNA1B,0.00733653,0.00734701,0.0161702,0.0687808,0.0918913,0.0427571
XLOC_022703,TUBBP5,7.73822,7.40934,7.2619,4.23375,5.45015,3.44248
XLOC_022704,FAM157B,0.0632744,0.0632663,0,0.215291,0.157981,0.061329
XLOC_022705,WASH1,1.92543,2.51261,2.85803,2.35125,2.16216,1.82686
XLOC_022706,FAM138C,0,0,0,0,0,0
XLOC_022707,FOXD4,0.310839,0.207366,0.228237,0.29401,0.374217,0.234537
XLOC_022708,CBWD1,26.7767,20.1945,18.867,35.0211,33.6763,26.292
XLOC_022709,C9orf66,2.3924,2.15509,2.2253,1.74278,2.10561,1.75398
XLOC_022710,FLJ35024,1.68241,0.395418,0.980244,1.59795,0.822159,0.287455
XLOC_022711,KIAA0020,14.8215,11.2938,6.85174,28.3021,29.0137,26.2839
XLOC_022712,RFX3,0.777326,0.66025,0.725863,0.795569,0.765234,1.34681
XLOC_022713,GLIS3,0.0962101,0.106812,0.0352548,0.228778,0.213913,0.16591
XLOC_022714,SPATA6L,0.135905,0.136054,0.171099,0.462954,0.404852,0.131903
XLOC_022715,AK3,14.8444,12.7619,10.9485,17.1859,18.4585,15.9496
XLOC_022716,INSL6,0,0,0,0,0,0
XLOC_022717,RLN2,1.12632,1.19599,1.0775,2.23368,2.26183,2.42846
XLOC_022718,RLN1,0,0.253187,0.278892,0.0718,0.140427,0
XLOC_022719,PLGRKT,13.374,9.53364,10.4079,12.6731,12.1805,10.3138
XLOC_022720,ERMP1,42.5047,36.8392,28.7752,27.4437,26.9281,31.4206
XLOC_022721,KIAA2026,0.758394,0.690388,0.434045,2.66799,2.59729,2.61044
XLOC_022722,RANBP6,5.73347,4.52347,3.26725,7.02193,6.47127,8.25275
XLOC_022723,GLDC,1.16372,1.2605,0.840626,1.81964,1.55946,0.72212
XLOC_022724,C9orf123,23.7986,27.7571,32.9649,13.8658,13.6524,13.6443
XLOC_022725,PTPRD,0.00858049,0,0,0,0,0.00833067
XLOC_022726,MPDZ,2.73281,2.10572,1.17144,3.29723,3.18869,3.8883
XLOC_022727,FLJ41200,0,0,0.0710742,0.0274677,0.0268946,0
XLOC_022728,NFIB,3.13168,2.55059,1.71061,2.34058,2.30518,3.1877
XLOC_022729,ZDHHC21,1.25399,1.25577,0.54246,3.44067,3.6277,3.27157
XLOC_022730,CER1,0,0,0,0,0,0
XLOC_022731,FREM1,0.034911,0.0419535,0.0480371,0.220079,0.14569,0.474542
XLOC_022732,TTC39B,4.75107,3.7574,3.49106,7.34974,7.55422,5.38777
XLOC_022733,PSIP1,17.169,13.1428,9.23794,17.631,18.0783,23.3221
XLOC_022734,C9orf92,0,0,0,0,0,0
XLOC_022735,BNC2,0,0,0,0,0,0.0158048
XLOC_022736,FAM154A,0,0,0,0,0,0
XLOC_022737,HAUS6,5.70782,4.07747,2.72365,6.10794,6.18868,6.9829
XLOC_022738,SCARNA8,0,0,0,0,0,0
XLOC_022739,PLIN2,21.8496,24.311,27.2753,20.3066,18.7442,20.5331
XLOC_022740,RPS6,3312.85,3742.3,4700.39,1494.56,1493.2,1480.38
XLOC_022741,SLC24A2,0,0.00651325,0.0143433,0.0110906,0,0.0126401
XLOC_022742,MLLT3,3.95195,2.67992,1.91921,5.04805,4.76682,5.77367
XLOC_022743,MIR4473,0,0,0,0,0,0
XLOC_022744,MIR4474,0,0,0,0,0,0
XLOC_022745,PTPLAD2,0,0,0,0,0,0
XLOC_022746,IFNB1,0,0.421923,0.464916,8.43565,9.56079,23.515
XLOC_022747,IFNW1,0,0,0,0,0,0
XLOC_022748,IFNA21,0,0,0,0,0,0
XLOC_022749,IFNA4,0,0,0,0,0,0
XLOC_022750,IFNA7,0,0,0,0,0,0.121261
XLOC_022751,IFNA10,0,0,0,0,0,0
XLOC_022752,IFNA16,0,0,0,0,0,0
XLOC_022753,IFNA17,0,0,0,0,0,0
XLOC_022754,IFNA14,0,0,0,0,0,0
XLOC_022755,IFNA22P,0,0,0,0,0,0
XLOC_022756,IFNA5,0,0,0,0,0,0
XLOC_022757,KLHL9,8.09605,7.09035,6.05402,7.75891,7.81824,10.0333
XLOC_022758,IFNA6,0,0.537469,0,0.304856,0.297443,0
XLOC_022759,IFNA13,0,0,0,0,0,0
XLOC_022760,IFNA2,0,0,0,0,0.30029,0.0699569
XLOC_022761,MIR31HG,0,0,0,0,0,0
XLOC_022762,IFNE,0,0,0,0,0,0
XLOC_022763,MIR31,0,0,0,0,0,0
XLOC_022764,CDKN2A,0,0.14314,0.0788187,0.182664,0.238245,0.27751
XLOC_022765,CDKN2B,3.79049,2.52301,0.932326,3.89662,4.26711,6.2429
XLOC_022766,ELAVL2,0,0,0,0.0164792,0,0
XLOC_022767,IZUMO3,0,0,0,0,0,0
XLOC_022768,TUSC1,5.62822,6.81372,5.76592,3.37479,3.05227,3.66981
XLOC_022769,CAAP1,10.8258,9.26756,7.25238,8.36402,9.30027,10.5862
XLOC_022770,PLAA,9.69824,7.86685,7.0429,12.4706,13.1106,14.4518
XLOC_022771,LRRC19,0,0,0,0,0,0
XLOC_022772,LINC00032,0,0,0,0,0,0
XLOC_022773,EQTN,0,0,0,0,0,0
XLOC_022774,MOB3B,0.0109042,0.0218374,0.0240264,0,0.0181983,0.0529294
XLOC_022775,C9orf72,0.518969,0.473766,0.581511,0.699725,0.575664,0.512338
XLOC_022776,LINGO2,0,0,0,0,0,0
XLOC_022777,MIR876,0,0,0,0,0,0
XLOC_022778,MIR873,0,0,0,0,0,0
XLOC_022779,LOC401497,0,0,0,0,0,0
XLOC_022780,DDX58,13.3399,13.0078,13.6962,86.6817,88.8323,87.8964
XLOC_022781,TOPORS,4.77831,4.03399,3.39624,7.76313,6.68945,7.69827
XLOC_022782,NDUFB6,81.0514,68.5197,73.6334,55.6443,63.1331,77.269
XLOC_022783,TAF1L,0.0114629,0,0,0.0195281,0.0191302,0.0111281
